,id,comment,User  id,Photo id,created Timestamp,posted date,emoji used,Hashtags used count
725,726,exceeded expectations. exceeded expectations.,30,26,13-04-2023 08:04,April 14,no,2
726,727,excellent quality. five stars. average product.,33,26,13-04-2023 08:04,April 14,yes,0
727,728,works as expected. great value.,35,26,13-04-2023 08:04,April 14,no,5
728,729,some pros and cons. worst purchase.,36,26,13-04-2023 08:04,April 14,no,6
729,730,best purchase ever. exceeded expectations.,39,26,13-04-2023 08:04,April 14,yes,2
730,731,love this product. wonderful experience.,41,26,13-04-2023 08:04,April 14,yes,1
731,732,highly recommend. five stars. decent for the price.,54,26,13-04-2023 08:04,April 14,no,3
732,733,bad experience. waste of money.,55,26,13-04-2023 08:04,April 14,yes,1
733,734,best purchase ever. great value.,57,26,13-04-2023 08:04,April 14,no,2
734,735,some pros and cons. highly recommend.,66,26,13-04-2023 08:04,April 14,no,4
735,736,bad experience. does not work.,70,26,13-04-2023 08:04,April 14,yes,2
736,737,highly recommend. very satisfied.,71,26,13-04-2023 08:04,April 14,yes,1
737,738,very satisfied. highly recommend.,75,26,13-04-2023 08:04,April 14,no,2
738,739,would not recommend. poor quality.,76,26,13-04-2023 08:04,April 14,yes,0
739,740,best purchase ever. highly recommend. average product.,78,26,13-04-2023 08:04,April 14,no,5
740,741,easy to use. highly recommend.,82,26,13-04-2023 08:04,April 14,no,6
741,742,works as expected. poor quality.,87,26,13-04-2023 08:04,April 14,yes,2
742,743,average product. love this product.,91,26,13-04-2023 08:04,April 14,yes,1
743,744,exceeded expectations. easy to use. neither good nor bad.,98,26,13-04-2023 08:04,April 14,no,3
744,745,terrible product. terrible product.,99,26,13-04-2023 08:04,April 14,yes,1
745,746,difficult to use. poor quality.,100,26,13-04-2023 08:04,April 14,no,2
746,747,exceeded expectations. fantastic. works as expected.,3,27,13-04-2023 08:04,April 14,no,4
747,748,excellent quality. love this product.,4,27,13-04-2023 08:04,April 14,yes,2
748,749,wonderful experience. best purchase ever.,5,27,13-04-2023 08:04,April 14,yes,1
749,750,waste of money. very disappointed. met expectations.,10,27,13-04-2023 08:04,April 14,no,2
750,751,poor quality. worst purchase.,14,27,13-04-2023 08:04,April 14,yes,0
751,752,best purchase ever. amazing features. nothing special.,18,27,13-04-2023 08:04,April 14,no,5
752,753,five stars. highly recommend. average product.,20,27,13-04-2023 08:04,April 14,no,6
753,754,one star. waste of money.,21,27,13-04-2023 08:04,April 14,yes,2
754,755,great value. excellent quality. average product.,24,27,13-04-2023 08:04,April 14,yes,1
755,756,would not recommend. bad experience. nothing special.,31,27,13-04-2023 08:04,April 14,no,3
756,757,would not recommend. poor quality.,36,27,13-04-2023 08:04,April 14,yes,1
757,758,great value. highly recommend.,41,27,13-04-2023 08:04,April 14,no,2
758,759,neither good nor bad. difficult to use.,42,27,13-04-2023 08:04,April 14,no,4
759,760,five stars. excellent quality.,54,27,13-04-2023 08:04,April 14,yes,2
760,761,it's okay. works perfectly.,57,27,13-04-2023 08:04,April 14,yes,1
761,762,very disappointed. customer service was bad.,66,27,13-04-2023 08:04,April 14,no,2
762,763,great value. amazing features.,69,27,13-04-2023 08:04,April 14,yes,0
763,764,broke easily. missing features.,71,27,13-04-2023 08:04,April 14,no,5
764,765,broke easily. difficult to use.,72,27,13-04-2023 08:04,April 14,no,6
765,766,works as expected. does not work.,75,27,13-04-2023 08:04,April 14,yes,2
766,767,terrible product. terrible product.,76,27,13-04-2023 08:04,April 14,yes,1
767,768,works perfectly. five stars. nothing special.,78,27,13-04-2023 08:04,April 14,no,3
768,769,highly recommend. works perfectly.,84,27,13-04-2023 08:04,April 14,yes,1
769,770,some pros and cons. highly recommend.,91,27,13-04-2023 08:04,April 14,no,2
770,771,works perfectly. fantastic. works as expected.,93,27,13-04-2023 08:04,April 14,no,4
771,772,would not recommend. awful. neither good nor bad.,97,27,13-04-2023 08:04,April 14,yes,2
772,773,met expectations. does not work.,98,27,13-04-2023 08:04,April 14,yes,1
773,774,love this product. works perfectly.,5,28,13-04-2023 08:04,April 14,no,2
774,775,neither good nor bad. bad experience.,13,28,13-04-2023 08:04,April 14,yes,0
775,776,very satisfied. five stars.,14,28,13-04-2023 08:04,April 14,no,5
776,777,amazing features. wonderful experience.,15,28,13-04-2023 08:04,April 14,no,6
777,778,terrible product. difficult to use.,21,28,13-04-2023 08:04,April 14,yes,2
778,779,neither good nor bad. exceeded expectations.,24,28,13-04-2023 08:04,April 14,yes,1
779,780,bad experience. does not work. works as expected.,28,28,13-04-2023 08:04,April 14,no,3
780,781,highly recommend. wonderful experience.,30,28,13-04-2023 08:04,April 14,yes,1
781,782,very disappointed. would not recommend.,32,28,13-04-2023 08:04,April 14,no,2
782,783,terrible product. poor quality. some pros and cons.,35,28,13-04-2023 08:04,April 14,no,4
783,784,love this product. five stars.,36,28,13-04-2023 08:04,April 14,yes,2
784,785,broke easily. very disappointed. it's okay.,41,28,13-04-2023 08:04,April 14,yes,1
785,786,awful. bad experience. nothing special.,47,28,13-04-2023 08:04,April 14,no,2
786,787,customer service was bad. missing features.,50,28,13-04-2023 08:04,April 14,yes,0
787,788,exceeded expectations. exceeded expectations.,54,28,13-04-2023 08:04,April 14,no,5
788,789,best purchase ever. easy to use.,57,28,13-04-2023 08:04,April 14,no,6
789,790,nothing special. waste of money.,60,28,13-04-2023 08:04,April 14,yes,2
790,791,best purchase ever. wonderful experience.,61,28,13-04-2023 08:04,April 14,yes,1
791,792,great value. amazing features.,63,28,13-04-2023 08:04,April 14,no,3
792,793,customer service was bad. broke easily.,66,28,13-04-2023 08:04,April 14,yes,1
793,794,exceeded expectations. great value.,67,28,13-04-2023 08:04,April 14,no,2
794,795,works perfectly. easy to use.,71,28,13-04-2023 08:04,April 14,no,4
795,796,exceeded expectations. best purchase ever.,75,28,13-04-2023 08:04,April 14,yes,2
796,797,could be better. one star.,76,28,13-04-2023 08:04,April 14,yes,1
797,798,difficult to use. broke easily.,78,28,13-04-2023 08:04,April 14,no,2
798,799,love this product. amazing features. met expectations.,91,28,13-04-2023 08:04,April 14,yes,0
799,800,exceeded expectations. best purchase ever.,92,28,13-04-2023 08:04,April 14,no,5
800,801,worst purchase. one star. works as expected.,97,28,13-04-2023 08:04,April 14,no,6
801,802,works perfectly. fantastic. nothing special.,98,28,13-04-2023 08:04,April 14,yes,2
802,803,wonderful experience. fantastic.,100,28,13-04-2023 08:04,April 14,yes,1
803,804,wonderful experience. great value. neither good nor bad.,3,29,13-04-2023 08:04,April 14,no,3
804,805,terrible product. waste of money.,4,29,13-04-2023 08:04,April 14,yes,1
805,806,awful. awful.,5,29,13-04-2023 08:04,April 14,no,2
806,807,one star. worst purchase.,6,29,13-04-2023 08:04,April 14,no,4
807,808,very disappointed. waste of money.,9,29,13-04-2023 08:04,April 14,yes,2
808,809,broke easily. one star. works as expected.,10,29,13-04-2023 08:04,April 14,yes,1
809,810,it's okay. amazing features.,12,29,13-04-2023 08:04,April 14,no,2
810,811,awful. difficult to use.,14,29,13-04-2023 08:04,April 14,yes,0
811,812,very satisfied. excellent quality.,15,29,13-04-2023 08:04,April 14,no,5
812,813,one star. bad experience. some pros and cons.,16,29,13-04-2023 08:04,April 14,no,6
813,814,met expectations. awful.,20,29,13-04-2023 08:04,April 14,yes,2
814,815,difficult to use. awful.,21,29,13-04-2023 08:04,April 14,yes,1
815,816,terrible product. does not work.,22,29,13-04-2023 08:04,April 14,no,3
816,817,best purchase ever. works perfectly. works as expected.,24,29,13-04-2023 08:04,April 14,yes,1
817,818,five stars. works perfectly.,27,29,13-04-2023 08:04,April 14,no,2
818,819,amazing features. amazing features. neither good nor bad.,28,29,13-04-2023 08:04,April 14,no,4
819,820,average product. terrible product.,31,29,13-04-2023 08:04,April 14,yes,2
820,821,fantastic. works perfectly.,33,29,13-04-2023 08:04,April 14,yes,1
821,822,nothing special. broke easily.,36,29,13-04-2023 08:04,April 14,no,2
822,823,worst purchase. awful.,37,29,13-04-2023 08:04,April 14,yes,0
823,824,great value. very satisfied.,39,29,13-04-2023 08:04,April 14,no,5
824,825,worst purchase. poor quality.,40,29,13-04-2023 08:04,April 14,no,6
825,826,average product. difficult to use.,41,29,13-04-2023 08:04,April 14,yes,2
826,827,works perfectly. excellent quality.,54,29,13-04-2023 08:04,April 14,yes,1
827,828,love this product. highly recommend. it's okay.,57,29,13-04-2023 08:04,April 14,no,3
828,829,excellent quality. wonderful experience.,63,29,13-04-2023 08:04,April 14,yes,1
829,830,works as expected. best purchase ever.,66,29,13-04-2023 08:04,April 14,no,2
830,831,average product. wonderful experience.,71,29,13-04-2023 08:04,April 14,no,4
831,832,exceeded expectations. easy to use.,72,29,13-04-2023 08:04,April 14,yes,2
832,833,would not recommend. bad experience.,73,29,13-04-2023 08:04,April 14,yes,1
833,834,highly recommend. love this product. works as expected.,75,29,13-04-2023 08:04,April 14,no,2
834,835,waste of money. would not recommend.,76,29,13-04-2023 08:04,April 14,yes,0
835,836,worst purchase. bad experience. could be better.,91,29,13-04-2023 08:04,April 14,no,5
836,837,works as expected. worst purchase.,94,29,13-04-2023 08:04,April 14,no,6
837,838,great value. best purchase ever.,95,29,13-04-2023 08:04,April 14,yes,2
838,839,very disappointed. awful.,98,29,13-04-2023 08:04,April 14,yes,1
839,840,great value. easy to use. average product.,5,30,13-04-2023 08:04,April 14,no,3
840,841,wonderful experience. excellent quality.,14,30,13-04-2023 08:04,April 14,yes,1
841,842,worst purchase. does not work.,17,30,13-04-2023 08:04,April 14,no,2
842,843,exceeded expectations. five stars. could be better.,20,30,13-04-2023 08:04,April 14,no,4
843,844,one star. difficult to use.,21,30,13-04-2023 08:04,April 14,yes,2
844,845,customer service was bad. does not work.,22,30,13-04-2023 08:04,April 14,yes,1
845,846,nothing special. love this product.,24,30,13-04-2023 08:04,April 14,no,2
846,847,best purchase ever. excellent quality. met expectations.,28,30,13-04-2023 08:04,April 14,yes,0
847,848,terrible product. customer service was bad.,33,30,13-04-2023 08:04,April 14,no,5
848,849,does not work. broke easily.,36,30,13-04-2023 08:04,April 14,no,6
849,850,met expectations. customer service was bad.,39,30,13-04-2023 08:04,April 14,yes,2
850,851,met expectations. missing features.,40,30,13-04-2023 08:04,April 14,yes,1
851,852,fantastic. fantastic.,41,30,13-04-2023 08:04,April 14,no,3
852,853,could be better. terrible product.,43,30,13-04-2023 08:04,April 14,yes,1
853,854,decent for the price. would not recommend.,44,30,13-04-2023 08:04,April 14,no,2
854,855,love this product. works perfectly.,54,30,13-04-2023 08:04,April 14,no,4
855,856,works as expected. bad experience.,56,30,13-04-2023 08:04,April 14,yes,2
856,857,easy to use. excellent quality.,57,30,13-04-2023 08:04,April 14,yes,1
857,858,would not recommend. difficult to use. works as expected.,66,30,13-04-2023 08:04,April 14,no,2
858,859,wonderful experience. highly recommend.,71,30,13-04-2023 08:04,April 14,yes,0
859,860,one star. customer service was bad.,72,30,13-04-2023 08:04,April 14,no,5
860,861,difficult to use. bad experience.,75,30,13-04-2023 08:04,April 14,no,6
861,862,some pros and cons. bad experience.,76,30,13-04-2023 08:04,April 14,yes,2
862,863,works perfectly. great value.,78,30,13-04-2023 08:04,April 14,yes,1
863,864,worst purchase. difficult to use.,79,30,13-04-2023 08:04,April 14,no,3
864,865,love this product. easy to use.,82,30,13-04-2023 08:04,April 14,yes,1
865,866,works perfectly. amazing features.,91,30,13-04-2023 08:04,April 14,no,2
866,867,poor quality. missing features.,92,30,13-04-2023 08:04,April 14,no,4
867,868,customer service was bad. terrible product.,96,30,13-04-2023 08:04,April 14,yes,2
868,869,would not recommend. would not recommend. it's okay.,100,30,13-04-2023 08:04,April 14,yes,1
869,870,five stars. very satisfied. average product.,5,31,13-04-2023 08:04,April 14,no,2
870,871,terrible product. bad experience. met expectations.,8,31,13-04-2023 08:04,April 14,yes,0
871,872,wonderful experience. best purchase ever.,12,31,13-04-2023 08:04,April 14,no,5
872,873,does not work. difficult to use.,14,31,13-04-2023 08:04,April 14,no,6
873,874,customer service was bad. terrible product.,15,31,13-04-2023 08:04,April 14,yes,2
874,875,some pros and cons. five stars.,17,31,13-04-2023 08:04,April 14,yes,1
875,876,very disappointed. would not recommend.,21,31,13-04-2023 08:04,April 14,no,3
876,877,difficult to use. does not work.,22,31,13-04-2023 08:04,April 14,yes,1
877,878,customer service was bad. bad experience.,24,31,13-04-2023 08:04,April 14,no,2
878,879,excellent quality. love this product.,32,31,13-04-2023 08:04,April 14,no,4
879,880,customer service was bad. difficult to use. could be better.,35,31,13-04-2023 08:04,April 14,yes,2
880,881,works as expected. terrible product.,36,31,13-04-2023 08:04,April 14,yes,1
881,882,great value. love this product.,37,31,13-04-2023 08:04,April 14,no,2
882,883,met expectations. five stars.,40,31,13-04-2023 08:04,April 14,yes,0
883,884,broke easily. terrible product.,41,31,13-04-2023 08:04,April 14,no,5
884,885,excellent quality. wonderful experience.,46,31,13-04-2023 08:04,April 14,no,6
885,886,it's okay. very disappointed.,47,31,13-04-2023 08:04,April 14,yes,2
886,887,waste of money. worst purchase. average product.,54,31,13-04-2023 08:04,April 14,yes,1
887,888,best purchase ever. wonderful experience.,57,31,13-04-2023 08:04,April 14,no,3
888,889,highly recommend. wonderful experience.,60,31,13-04-2023 08:04,April 14,yes,1
889,890,neither good nor bad. difficult to use.,62,31,13-04-2023 08:04,April 14,no,2
890,891,works perfectly. easy to use.,66,31,13-04-2023 08:04,April 14,no,4
891,892,difficult to use. does not work.,69,31,13-04-2023 08:04,April 14,yes,2
892,893,terrible product. bad experience.,70,31,13-04-2023 08:04,April 14,yes,1
893,894,would not recommend. waste of money.,71,31,13-04-2023 08:04,April 14,no,2
894,895,worst purchase. does not work.,72,31,13-04-2023 08:04,April 14,yes,0
895,896,customer service was bad. broke easily.,75,31,13-04-2023 08:04,April 14,no,5
896,897,missing features. difficult to use.,76,31,13-04-2023 08:04,April 14,no,6
897,898,missing features. waste of money.,82,31,13-04-2023 08:04,April 14,yes,2
898,899,fantastic. fantastic.,87,31,13-04-2023 08:04,April 14,yes,1
899,900,amazing features. five stars. some pros and cons.,91,31,13-04-2023 08:04,April 14,no,3
900,901,excellent quality. fantastic.,96,31,13-04-2023 08:04,April 14,yes,1
901,902,wonderful experience. fantastic. it's okay.,99,31,13-04-2023 08:04,April 14,no,2
902,903,bad experience. poor quality. it's okay.,100,31,13-04-2023 08:04,April 14,no,4
903,904,fantastic. fantastic.,5,32,13-04-2023 08:04,April 14,yes,2
904,905,exceeded expectations. five stars. works as expected.,8,32,13-04-2023 08:04,April 14,yes,1
905,906,worst purchase. worst purchase. it's okay.,12,32,13-04-2023 08:04,April 14,no,2
906,907,terrible product. worst purchase.,14,32,13-04-2023 08:04,April 14,yes,0
907,908,fantastic. works perfectly.,21,32,13-04-2023 08:04,April 14,no,5
908,909,would not recommend. waste of money.,22,32,13-04-2023 08:04,April 14,no,6
909,910,love this product. amazing features.,24,32,13-04-2023 08:04,April 14,yes,2
910,911,would not recommend. difficult to use.,28,32,13-04-2023 08:04,April 14,yes,1
911,912,neither good nor bad. amazing features.,36,32,13-04-2023 08:04,April 14,no,3
912,913,highly recommend. wonderful experience.,40,32,13-04-2023 08:04,April 14,yes,1
913,914,one star. worst purchase.,41,32,13-04-2023 08:04,April 14,no,2
914,915,five stars. highly recommend. some pros and cons.,50,32,13-04-2023 08:04,April 14,no,4
915,916,excellent quality. highly recommend.,54,32,13-04-2023 08:04,April 14,yes,2
916,917,nothing special. works perfectly.,57,32,13-04-2023 08:04,April 14,yes,1
917,918,would not recommend. very disappointed. nothing special.,60,32,13-04-2023 08:04,April 14,no,2
918,919,works as expected. exceeded expectations.,62,32,13-04-2023 08:04,April 14,yes,0
919,920,exceeded expectations. great value. works as expected.,66,32,13-04-2023 08:04,April 14,no,5
920,921,waste of money. missing features.,71,32,13-04-2023 08:04,April 14,no,6
921,922,fantastic. great value.,75,32,13-04-2023 08:04,April 14,yes,2
922,923,customer service was bad. difficult to use.,76,32,13-04-2023 08:04,April 14,yes,1
923,924,best purchase ever. best purchase ever. works as expected.,78,32,13-04-2023 08:04,April 14,no,3
924,925,average product. very satisfied.,79,32,13-04-2023 08:04,April 14,yes,1
925,926,does not work. poor quality. average product.,82,32,13-04-2023 08:04,April 14,no,2
926,927,amazing features. five stars.,91,32,13-04-2023 08:04,April 14,no,4
927,928,waste of money. would not recommend. nothing special.,92,32,13-04-2023 08:04,April 14,yes,2
928,929,very satisfied. excellent quality. decent for the price.,97,32,13-04-2023 08:04,April 14,yes,1
929,930,highly recommend. fantastic.,4,33,13-04-2023 08:04,April 14,no,2
930,931,very disappointed. very disappointed.,5,33,13-04-2023 08:04,April 14,yes,0
931,932,very satisfied. love this product.,14,33,13-04-2023 08:04,April 14,no,5
932,933,met expectations. customer service was bad.,15,33,13-04-2023 08:04,April 14,no,6
933,934,one star. worst purchase. some pros and cons.,20,33,13-04-2023 08:04,April 14,yes,2
934,935,exceeded expectations. easy to use. nothing special.,21,33,13-04-2023 08:04,April 14,yes,1
935,936,excellent quality. love this product.,24,33,13-04-2023 08:04,April 14,no,3
936,937,fantastic. fantastic. decent for the price.,26,33,13-04-2023 08:04,April 14,yes,1
937,938,poor quality. worst purchase.,28,33,13-04-2023 08:04,April 14,no,2
938,939,would not recommend. worst purchase.,36,33,13-04-2023 08:04,April 14,no,4
939,940,exceeded expectations. very satisfied. could be better.,37,33,13-04-2023 08:04,April 14,yes,2
940,941,missing features. waste of money. met expectations.,41,33,13-04-2023 08:04,April 14,yes,1
941,942,best purchase ever. fantastic.,43,33,13-04-2023 08:04,April 14,no,2
942,943,one star. poor quality.,50,33,13-04-2023 08:04,April 14,yes,0
943,944,best purchase ever. fantastic.,54,33,13-04-2023 08:04,April 14,no,5
944,945,great value. exceeded expectations.,55,33,13-04-2023 08:04,April 14,no,6
945,946,excellent quality. best purchase ever.,57,33,13-04-2023 08:04,April 14,yes,2
946,947,love this product. highly recommend. decent for the price.,60,33,13-04-2023 08:04,April 14,yes,1
947,948,fantastic. wonderful experience. nothing special.,65,33,13-04-2023 08:04,April 14,no,3
948,949,five stars. best purchase ever.,66,33,13-04-2023 08:04,April 14,yes,1
949,950,waste of money. very disappointed.,69,33,13-04-2023 08:04,April 14,no,2
950,951,excellent quality. wonderful experience.,71,33,13-04-2023 08:04,April 14,no,4
951,952,best purchase ever. very satisfied. it's okay.,75,33,13-04-2023 08:04,April 14,yes,2
952,953,broke easily. missing features. decent for the price.,76,33,13-04-2023 08:04,April 14,yes,1
953,954,best purchase ever. five stars.,78,33,13-04-2023 08:04,April 14,no,2
954,955,one star. poor quality.,84,33,13-04-2023 08:04,April 14,yes,0
955,956,average product. customer service was bad.,85,33,13-04-2023 08:04,April 14,no,5
956,957,bad experience. poor quality.,87,33,13-04-2023 08:04,April 14,no,6
957,958,difficult to use. worst purchase. could be better.,91,33,13-04-2023 08:04,April 14,yes,2
958,959,it's okay. easy to use.,94,33,13-04-2023 08:04,April 14,yes,1
959,960,easy to use. excellent quality.,96,33,13-04-2023 08:04,April 14,no,3
960,961,it's okay. missing features.,99,33,13-04-2023 08:04,April 14,yes,1
961,962,five stars. highly recommend.,100,33,13-04-2023 08:04,April 14,no,2
962,963,difficult to use. waste of money.,5,34,13-04-2023 08:04,April 14,no,4
963,964,great value. highly recommend. decent for the price.,6,34,13-04-2023 08:04,April 14,yes,2
964,965,works perfectly. wonderful experience. nothing special.,8,34,13-04-2023 08:04,April 14,yes,1
965,966,wonderful experience. five stars. decent for the price.,14,34,13-04-2023 08:04,April 14,no,2
966,967,great value. easy to use.,17,34,13-04-2023 08:04,April 14,yes,0
967,968,waste of money. worst purchase.,21,34,13-04-2023 08:04,April 14,no,5
968,969,could be better. love this product.,24,34,13-04-2023 08:04,April 14,no,6
969,970,great value. best purchase ever. nothing special.,36,34,13-04-2023 08:04,April 14,yes,2
970,971,highly recommend. excellent quality. could be better.,39,34,13-04-2023 08:04,April 14,yes,1
971,972,one star. worst purchase.,41,34,13-04-2023 08:04,April 14,no,3
972,973,waste of money. one star.,54,34,13-04-2023 08:04,April 14,yes,1
973,974,five stars. great value. average product.,55,34,13-04-2023 08:04,April 14,no,2
974,975,terrible product. terrible product.,57,34,13-04-2023 08:04,April 14,no,4
975,976,does not work. missing features.,65,34,13-04-2023 08:04,April 14,yes,2
976,977,wonderful experience. excellent quality.,66,34,13-04-2023 08:04,April 14,yes,1
977,978,neither good nor bad. bad experience.,67,34,13-04-2023 08:04,April 14,no,2
978,979,difficult to use. very disappointed. nothing special.,71,34,13-04-2023 08:04,April 14,yes,0
979,980,customer service was bad. would not recommend.,75,34,13-04-2023 08:04,April 14,no,5
980,981,easy to use. highly recommend. nothing special.,76,34,13-04-2023 08:04,April 14,no,6
981,982,would not recommend. awful. nothing special.,85,34,13-04-2023 08:04,April 14,yes,2
982,983,works as expected. terrible product.,91,34,13-04-2023 08:04,April 14,yes,1
983,984,it's okay. five stars.,93,34,13-04-2023 08:04,April 14,no,3
984,985,bad experience. does not work.,97,34,13-04-2023 08:04,April 14,yes,1
985,986,it's okay. wonderful experience.,98,34,13-04-2023 08:04,April 14,no,2
986,987,broke easily. customer service was bad. met expectations.,100,34,13-04-2023 08:04,April 14,no,4
987,988,broke easily. difficult to use.,5,35,13-04-2023 08:04,April 14,yes,2
988,989,customer service was bad. poor quality.,8,35,13-04-2023 08:04,April 14,yes,1
989,990,missing features. broke easily.,12,35,13-04-2023 08:04,April 14,no,2
990,991,nothing special. missing features.,14,35,13-04-2023 08:04,April 14,yes,0
991,992,very satisfied. easy to use. met expectations.,15,35,13-04-2023 08:04,April 14,no,5
992,993,amazing features. five stars.,16,35,13-04-2023 08:04,April 14,no,6
993,994,five stars. five stars.,19,35,13-04-2023 08:04,April 14,yes,2
994,995,worst purchase. terrible product. some pros and cons.,21,35,13-04-2023 08:04,April 14,yes,1
995,996,average product. worst purchase.,24,35,13-04-2023 08:04,April 14,no,3
996,997,met expectations. poor quality.,27,35,13-04-2023 08:04,April 14,yes,1
997,998,works as expected. five stars.,30,35,13-04-2023 08:04,April 14,no,2
998,999,fantastic. excellent quality. neither good nor bad.,32,35,13-04-2023 08:04,April 14,no,4
999,1000,waste of money. worst purchase. works as expected.,36,35,13-04-2023 08:04,April 14,yes,2
1000,1001,fantastic. wonderful experience.,38,35,13-04-2023 08:04,April 14,yes,1
1001,1002,broke easily. awful.,39,35,13-04-2023 08:04,April 14,no,2
1002,1003,met expectations. five stars.,41,35,13-04-2023 08:04,April 14,yes,0
1003,1004,very satisfied. wonderful experience.,43,35,13-04-2023 08:04,April 14,no,5
1004,1005,worst purchase. one star.,44,35,13-04-2023 08:04,April 14,no,6
1005,1006,some pros and cons. works perfectly.,46,35,13-04-2023 08:04,April 14,yes,2
1006,1007,highly recommend. amazing features.,54,35,13-04-2023 08:04,April 14,yes,1
1007,1008,waste of money. poor quality.,57,35,13-04-2023 08:04,April 14,no,3
1008,1009,love this product. highly recommend. nothing special.,63,35,13-04-2023 08:04,April 14,yes,1
1009,1010,poor quality. worst purchase.,66,35,13-04-2023 08:04,April 14,no,2
1010,1011,awful. customer service was bad. some pros and cons.,71,35,13-04-2023 08:04,April 14,no,4
1011,1012,fantastic. best purchase ever.,75,35,13-04-2023 08:04,April 14,yes,2
1012,1013,wonderful experience. love this product. some pros and cons.,76,35,13-04-2023 08:04,April 14,yes,1
1013,1014,broke easily. does not work.,84,35,13-04-2023 08:04,April 14,no,2
1014,1015,decent for the price. worst purchase.,87,35,13-04-2023 08:04,April 14,yes,0
1015,1016,awful. one star.,91,35,13-04-2023 08:04,April 14,no,5
1016,1017,exceeded expectations. works perfectly.,92,35,13-04-2023 08:04,April 14,no,6
1017,1018,best purchase ever. easy to use.,93,35,13-04-2023 08:04,April 14,yes,2
1018,1019,works as expected. easy to use.,94,35,13-04-2023 08:04,April 14,yes,1
1019,1020,difficult to use. difficult to use.,100,35,13-04-2023 08:04,April 14,no,3
1020,1021,neither good nor bad. very satisfied.,4,36,13-04-2023 08:04,April 14,yes,1
1021,1022,amazing features. great value.,5,36,13-04-2023 08:04,April 14,no,2
1022,1023,exceeded expectations. best purchase ever. some pros and cons.,8,36,13-04-2023 08:04,April 14,no,4
1023,1024,would not recommend. bad experience.,10,36,13-04-2023 08:04,April 14,yes,2
1024,1025,it's okay. five stars.,14,36,13-04-2023 08:04,April 14,yes,1
1025,1026,it's okay. five stars.,15,36,13-04-2023 08:04,April 14,no,2
1026,1027,broke easily. terrible product.,21,36,13-04-2023 08:04,April 14,yes,0
1027,1028,love this product. works perfectly.,22,36,13-04-2023 08:04,April 14,no,5
1028,1029,very satisfied. easy to use.,24,36,13-04-2023 08:04,April 14,no,6
1029,1030,could be better. excellent quality.,30,36,13-04-2023 08:04,April 14,yes,2
1030,1031,met expectations. does not work.,31,36,13-04-2023 08:04,April 14,yes,1
1031,1032,best purchase ever. works perfectly.,32,36,13-04-2023 08:04,April 14,no,3
1032,1033,easy to use. excellent quality.,36,36,13-04-2023 08:04,April 14,yes,1
1033,1034,average product. customer service was bad.,37,36,13-04-2023 08:04,April 14,no,2
1034,1035,worst purchase. missing features.,40,36,13-04-2023 08:04,April 14,no,4
1035,1036,customer service was bad. one star.,41,36,13-04-2023 08:04,April 14,yes,2
1036,1037,works as expected. very disappointed.,42,36,13-04-2023 08:04,April 14,yes,1
1037,1038,awful. would not recommend.,54,36,13-04-2023 08:04,April 14,no,2
1038,1039,amazing features. wonderful experience. average product.,56,36,13-04-2023 08:04,April 14,yes,0
1039,1040,would not recommend. terrible product. decent for the price.,57,36,13-04-2023 08:04,April 14,no,5
1040,1041,love this product. five stars.,60,36,13-04-2023 08:04,April 14,no,6
1041,1042,exceeded expectations. excellent quality.,66,36,13-04-2023 08:04,April 14,yes,2
1042,1043,waste of money. one star.,71,36,13-04-2023 08:04,April 14,yes,1
1043,1044,it's okay. five stars.,73,36,13-04-2023 08:04,April 14,no,3
1044,1045,very satisfied. works perfectly.,75,36,13-04-2023 08:04,April 14,yes,1
1045,1046,works perfectly. five stars.,76,36,13-04-2023 08:04,April 14,no,2
1046,1047,works perfectly. excellent quality.,79,36,13-04-2023 08:04,April 14,no,4
1047,1048,very disappointed. difficult to use. average product.,87,36,13-04-2023 08:04,April 14,yes,2
1048,1049,broke easily. very disappointed.,91,36,13-04-2023 08:04,April 14,yes,1
1049,1050,wonderful experience. five stars.,5,37,13-04-2023 08:04,April 14,no,2
1050,1051,terrible product. awful.,9,37,13-04-2023 08:04,April 14,yes,0
1051,1052,five stars. excellent quality. neither good nor bad.,14,37,13-04-2023 08:04,April 14,no,5
1052,1053,met expectations. very disappointed.,15,37,13-04-2023 08:04,April 14,no,6
1053,1054,broke easily. one star.,21,37,13-04-2023 08:04,April 14,yes,2
1054,1055,highly recommend. very satisfied. nothing special.,24,37,13-04-2023 08:04,April 14,yes,1
1055,1056,average product. customer service was bad.,26,37,13-04-2023 08:04,April 14,no,3
1056,1057,neither good nor bad. best purchase ever.,36,37,13-04-2023 08:04,April 14,yes,1
1057,1058,best purchase ever. best purchase ever. average product.,37,37,13-04-2023 08:04,April 14,no,2
1058,1059,bad experience. difficult to use.,41,37,13-04-2023 08:04,April 14,no,4
1059,1060,best purchase ever. works perfectly.,42,37,13-04-2023 08:04,April 14,yes,2
1060,1061,waste of money. terrible product.,50,37,13-04-2023 08:04,April 14,yes,1
1061,1062,best purchase ever. great value.,54,37,13-04-2023 08:04,April 14,no,2
1062,1063,very disappointed. waste of money.,56,37,13-04-2023 08:04,April 14,yes,0
1063,1064,love this product. fantastic.,57,37,13-04-2023 08:04,April 14,no,5
1064,1065,exceeded expectations. highly recommend.,60,37,13-04-2023 08:04,April 14,no,6
1065,1066,broke easily. waste of money.,61,37,13-04-2023 08:04,April 14,yes,2
